	Gilbertella_persicariavar.indica_CBS_442.64-.aa	Gilbertella_persicariavar.persicaria_CBS_246.59_Plus.aa
OG0003626	GBNTN_004397-T1	GBNWO_007152-T1
OG0003627	GBNTN_004398-T1	GBNWO_007151-T1
OG0003628	GBNTN_004399-T1	GBNWO_009564-T1
OG0003629	GBNTN_004400-T1	GBNWO_009563-T1
OG0003630	GBNTN_004401-T1	GBNWO_009562-T1
OG0003631	GBNTN_004403-T1	GBNWO_009559-T1
OG0003632	GBNTN_004404-T1	GBNWO_006109-T1
OG0003633	GBNTN_004406-T1	GBNWO_006106-T1
OG0003634	GBNTN_004407-T1	GBNWO_006105-T1
OG0003635	GBNTN_004409-T1	GBNWO_006104-T1
OG0003636	GBNTN_004410-T1	GBNWO_001759-T1
OG0003637	GBNTN_004411-T1	GBNWO_001760-T1
OG0003638	GBNTN_004412-T1	GBNWO_001761-T1
OG0003639	GBNTN_004413-T1	GBNWO_001762-T1
OG0003640	GBNTN_004414-T1	GBNWO_002989-T1
OG0003641	GBNTN_004417-T1	GBNWO_002536-T1
OG0003642	GBNTN_004420-T1	GBNWO_003418-T1
OG0003643	GBNTN_004421-T1	GBNWO_003419-T1
OG0003644	GBNTN_004423-T1	GBNWO_000709-T1
OG0003645	GBNTN_004424-T1	GBNWO_005709-T1
OG0003646	GBNTN_004427-T1	GBNWO_007383-T1
OG0003647	GBNTN_004428-T1	GBNWO_007382-T1
OG0003648	GBNTN_004430-T1	GBNWO_007381-T1
OG0003649	GBNTN_004431-T1	GBNWO_004380-T1
OG0003650	GBNTN_004435-T1	GBNWO_008738-T1
OG0003651	GBNTN_004440-T1	GBNWO_006615-T1
OG0003652	GBNTN_004441-T1	GBNWO_006616-T1
OG0003653	GBNTN_004443-T1	GBNWO_007865-T1
OG0003654	GBNTN_004445-T1	GBNWO_009598-T1
OG0003655	GBNTN_004448-T1	GBNWO_005615-T1
OG0003656	GBNTN_004449-T1	GBNWO_005614-T1
OG0003657	GBNTN_004451-T1	GBNWO_005612-T1
OG0003658	GBNTN_004452-T1	GBNWO_005611-T1
OG0003659	GBNTN_004453-T1	GBNWO_001401-T1
OG0003660	GBNTN_004454-T1	GBNWO_001400-T1
OG0003661	GBNTN_004455-T1	GBNWO_001399-T1
OG0003662	GBNTN_004457-T1	GBNWO_009514-T1
OG0003663	GBNTN_004460-T1	GBNWO_003985-T1
OG0003664	GBNTN_004463-T1	GBNWO_000995-T1
OG0003665	GBNTN_004465-T1	GBNWO_005123-T1
OG0003666	GBNTN_004466-T1	GBNWO_009368-T1
OG0003667	GBNTN_004467-T1	GBNWO_005648-T1
OG0003668	GBNTN_004468-T1	GBNWO_005647-T1
OG0003669	GBNTN_004470-T1	GBNWO_005646-T1
OG0003670	GBNTN_004471-T1	GBNWO_005645-T1
OG0003671	GBNTN_004472-T1	GBNWO_005644-T1
OG0003672	GBNTN_004474-T1	GBNWO_005643-T1
OG0003673	GBNTN_004475-T1	GBNWO_004666-T1
OG0003674	GBNTN_004478-T1	GBNWO_007293-T1
OG0003675	GBNTN_004479-T1	GBNWO_007292-T1
OG0003676	GBNTN_004480-T1	GBNWO_007291-T1
OG0003677	GBNTN_004481-T1	GBNWO_004215-T1
OG0003678	GBNTN_004482-T1	GBNWO_003716-T1
OG0003679	GBNTN_004483-T1	GBNWO_003715-T1
OG0003680	GBNTN_004484-T1	GBNWO_002995-T1
OG0003681	GBNTN_004485-T1	GBNWO_002994-T1
OG0003682	GBNTN_004489-T1	GBNWO_008291-T1
OG0003683	GBNTN_004491-T1	GBNWO_008293-T1
OG0003684	GBNTN_004494-T1	GBNWO_008296-T1
OG0003685	GBNTN_004496-T1	GBNWO_008297-T1
OG0003686	GBNTN_004497-T1	GBNWO_008298-T1
OG0003687	GBNTN_004498-T1	GBNWO_007370-T1
OG0003688	GBNTN_004502-T1	GBNWO_003555-T1
OG0003689	GBNTN_004505-T1	GBNWO_003662-T1
OG0003690	GBNTN_004508-T1	GBNWO_008789-T1
OG0003691	GBNTN_004510-T1	GBNWO_008788-T1
OG0003692	GBNTN_004511-T1	GBNWO_002856-T1
OG0003693	GBNTN_004513-T1	GBNWO_002854-T1
OG0003694	GBNTN_004514-T1	GBNWO_002853-T1
OG0003695	GBNTN_004515-T1	GBNWO_006451-T1
OG0003696	GBNTN_004516-T1	GBNWO_006450-T1
OG0003697	GBNTN_004517-T1	GBNWO_002699-T1
OG0003698	GBNTN_004518-T1	GBNWO_005893-T1
OG0003699	GBNTN_004519-T1	GBNWO_005892-T1
OG0003700	GBNTN_004521-T1	GBNWO_005889-T1
OG0003701	GBNTN_004524-T1	GBNWO_005896-T1
OG0003702	GBNTN_004525-T1	GBNWO_005895-T1
OG0003703	GBNTN_004526-T1	GBNWO_009437-T1
OG0003704	GBNTN_004528-T1	GBNWO_002545-T1
OG0003705	GBNTN_004530-T1	GBNWO_002546-T1
OG0003706	GBNTN_004534-T1	GBNWO_007482-T1
OG0003707	GBNTN_004536-T1	GBNWO_007480-T1
OG0003708	GBNTN_004537-T1	GBNWO_007479-T1
OG0003709	GBNTN_004538-T1	GBNWO_007478-T1
OG0003710	GBNTN_004539-T1	GBNWO_006238-T1
OG0003711	GBNTN_004540-T1	GBNWO_006237-T1
OG0003712	GBNTN_004541-T1	GBNWO_006236-T1
OG0003713	GBNTN_004544-T1	GBNWO_004909-T1
OG0003714	GBNTN_004546-T1	GBNWO_004911-T1
OG0003715	GBNTN_004547-T1	GBNWO_004912-T1
OG0003716	GBNTN_004548-T1	GBNWO_004913-T1
OG0003717	GBNTN_004549-T1	GBNWO_004914-T1
OG0003718	GBNTN_004550-T1	GBNWO_004915-T1
OG0003719	GBNTN_004551-T1	GBNWO_004916-T1
OG0003720	GBNTN_004554-T1	GBNWO_004276-T1
OG0003721	GBNTN_004555-T1	GBNWO_002333-T1
OG0003722	GBNTN_004556-T1	GBNWO_002334-T1
OG0003723	GBNTN_004557-T1	GBNWO_009516-T1
OG0003724	GBNTN_004558-T1	GBNWO_009517-T1
OG0003725	GBNTN_004559-T1	GBNWO_009518-T1
OG0003726	GBNTN_004560-T1	GBNWO_009519-T1
OG0003727	GBNTN_004561-T1	GBNWO_008837-T1
OG0003728	GBNTN_004563-T1	GBNWO_008835-T1
OG0003729	GBNTN_004564-T1	GBNWO_008834-T1
OG0003730	GBNTN_004565-T1	GBNWO_008833-T1
OG0003731	GBNTN_004568-T1	GBNWO_004332-T1
OG0003732	GBNTN_004569-T1	GBNWO_004333-T1
OG0003733	GBNTN_004570-T1	GBNWO_004334-T1
OG0003734	GBNTN_004571-T1	GBNWO_004335-T1
OG0003735	GBNTN_004572-T1	GBNWO_004336-T1
OG0003736	GBNTN_004573-T1	GBNWO_004337-T1
OG0003737	GBNTN_004575-T1	GBNWO_006049-T1
OG0003738	GBNTN_004579-T1	GBNWO_006052-T1
OG0003739	GBNTN_004580-T1	GBNWO_006053-T1
OG0003740	GBNTN_004583-T1	GBNWO_000695-T1
OG0003741	GBNTN_004584-T1	GBNWO_000697-T1
OG0003742	GBNTN_004587-T1	GBNWO_004004-T1
OG0003743	GBNTN_004588-T1	GBNWO_002352-T1
OG0003744	GBNTN_004589-T1	GBNWO_002351-T1
OG0003745	GBNTN_004590-T1	GBNWO_002350-T1
OG0003746	GBNTN_004592-T1	GBNWO_007770-T1
OG0003747	GBNTN_004593-T1	GBNWO_007771-T1
OG0003748	GBNTN_004594-T1	GBNWO_007772-T1
OG0003749	GBNTN_004598-T1	GBNWO_001748-T1
OG0003750	GBNTN_004599-T1	GBNWO_001747-T1
OG0003751	GBNTN_004601-T1	GBNWO_001435-T1
OG0003752	GBNTN_004603-T1	GBNWO_001437-T1
OG0003753	GBNTN_004605-T1	GBNWO_001438-T1
OG0003754	GBNTN_004606-T1	GBNWO_001439-T1
OG0003755	GBNTN_004607-T1	GBNWO_001440-T1
OG0003756	GBNTN_004608-T1	GBNWO_001441-T1
OG0003757	GBNTN_004609-T1	GBNWO_001442-T1
OG0003758	GBNTN_004611-T1	GBNWO_001444-T1
OG0003759	GBNTN_004612-T1	GBNWO_001445-T1
OG0003760	GBNTN_004613-T1	GBNWO_001446-T1
OG0003761	GBNTN_004615-T1	GBNWO_003070-T1
OG0003762	GBNTN_004617-T1	GBNWO_004037-T1
OG0003763	GBNTN_004618-T1	GBNWO_004545-T1
OG0003764	GBNTN_004621-T1	GBNWO_002644-T1
OG0003765	GBNTN_004622-T1	GBNWO_002645-T1
OG0003766	GBNTN_004623-T1	GBNWO_004422-T1
OG0003767	GBNTN_004624-T1	GBNWO_003441-T1
OG0003768	GBNTN_004626-T1	GBNWO_005113-T1
OG0003769	GBNTN_004628-T1	GBNWO_002938-T1
OG0003770	GBNTN_004633-T1	GBNWO_004144-T1
OG0003771	GBNTN_004634-T1	GBNWO_004926-T1
OG0003772	GBNTN_004635-T1	GBNWO_005500-T1
OG0003773	GBNTN_004636-T1	GBNWO_006075-T1
OG0003774	GBNTN_004637-T1	GBNWO_006074-T1
OG0003775	GBNTN_004638-T1	GBNWO_006073-T1
OG0003776	GBNTN_004639-T1	GBNWO_006072-T1
OG0003777	GBNTN_004642-T1	GBNWO_006070-T1
OG0003778	GBNTN_004643-T1	GBNWO_000326-T1
OG0003779	GBNTN_004649-T1	GBNWO_001002-T1
OG0003780	GBNTN_004650-T1	GBNWO_001001-T1
OG0003781	GBNTN_004651-T1	GBNWO_001000-T1
OG0003782	GBNTN_004652-T1	GBNWO_000999-T1
OG0003783	GBNTN_004654-T1	GBNWO_004191-T1
OG0003784	GBNTN_004656-T1	GBNWO_004172-T1
OG0003785	GBNTN_004657-T1	GBNWO_004173-T1
OG0003786	GBNTN_004660-T1	GBNWO_004019-T1
OG0003787	GBNTN_004661-T1	GBNWO_004020-T1
OG0003788	GBNTN_004662-T1	GBNWO_004021-T1
OG0003789	GBNTN_004664-T1	GBNWO_004023-T1
OG0003790	GBNTN_004666-T1	GBNWO_004024-T1
OG0003791	GBNTN_004667-T1	GBNWO_004025-T1
OG0003792	GBNTN_004668-T1	GBNWO_003599-T1
OG0003793	GBNTN_004671-T1	GBNWO_002109-T1
OG0003794	GBNTN_004672-T1	GBNWO_002110-T1
OG0003795	GBNTN_004673-T1	GBNWO_002111-T1
OG0003796	GBNTN_004674-T1	GBNWO_002112-T1
OG0003797	GBNTN_004675-T1	GBNWO_002113-T1
OG0003798	GBNTN_004678-T1	GBNWO_003143-T1
OG0003799	GBNTN_004679-T1	GBNWO_003144-T1
OG0003800	GBNTN_004683-T1	GBNWO_003147-T1
OG0003801	GBNTN_004684-T1	GBNWO_007919-T1
OG0003802	GBNTN_004685-T1	GBNWO_007918-T1
OG0003803	GBNTN_004689-T1	GBNWO_004794-T1
OG0003804	GBNTN_004690-T1	GBNWO_003435-T1
OG0003805	GBNTN_004691-T1	GBNWO_006290-T1
OG0003806	GBNTN_004693-T1	GBNWO_006288-T1
OG0003807	GBNTN_004696-T1	GBNWO_006286-T1
OG0003808	GBNTN_004697-T1	GBNWO_005606-T1
OG0003809	GBNTN_004698-T1	GBNWO_001633-T1
OG0003810	GBNTN_004700-T1	GBNWO_001364-T1
OG0003811	GBNTN_004701-T1	GBNWO_004707-T1
OG0003812	GBNTN_004702-T1	GBNWO_004907-T1
OG0003813	GBNTN_004703-T1	GBNWO_005560-T1
OG0003814	GBNTN_004709-T1	GBNWO_009061-T1
OG0003815	GBNTN_004711-T1	GBNWO_009060-T1
OG0003816	GBNTN_004712-T1	GBNWO_009059-T1
OG0003817	GBNTN_004713-T1	GBNWO_009058-T1
OG0003818	GBNTN_004714-T1	GBNWO_009056-T1
OG0003819	GBNTN_004715-T1	GBNWO_009055-T1
OG0003820	GBNTN_004718-T1	GBNWO_004005-T1
OG0003821	GBNTN_004720-T1	GBNWO_008021-T1
OG0003822	GBNTN_004722-T1	GBNWO_008019-T1
OG0003823	GBNTN_004723-T1	GBNWO_008018-T1
OG0003824	GBNTN_004724-T1	GBNWO_008017-T1
OG0003825	GBNTN_004725-T1	GBNWO_001105-T1
OG0003826	GBNTN_004726-T1	GBNWO_001104-T1
OG0003827	GBNTN_004728-T1	GBNWO_004075-T1
OG0003828	GBNTN_004729-T1	GBNWO_004085-T1
OG0003829	GBNTN_004731-T1	GBNWO_004087-T1
OG0003830	GBNTN_004733-T1	GBNWO_004089-T1
OG0003831	GBNTN_004734-T1	GBNWO_004090-T1
OG0003832	GBNTN_004735-T1	GBNWO_004091-T1
OG0003833	GBNTN_004738-T1	GBNWO_004774-T1
OG0003834	GBNTN_004739-T1	GBNWO_004773-T1
OG0003835	GBNTN_004742-T1	GBNWO_004770-T1
OG0003836	GBNTN_004743-T1	GBNWO_004769-T1
OG0003837	GBNTN_004744-T1	GBNWO_004768-T1
OG0003838	GBNTN_004748-T1	GBNWO_003521-T1
OG0003839	GBNTN_004753-T1	GBNWO_006960-T1
OG0003840	GBNTN_004755-T1	GBNWO_006962-T1
OG0003841	GBNTN_004756-T1	GBNWO_006963-T1
OG0003842	GBNTN_004759-T1	GBNWO_006965-T1
OG0003843	GBNTN_004765-T1	GBNWO_006283-T1
OG0003844	GBNTN_004766-T1	GBNWO_006282-T1
OG0003845	GBNTN_004767-T1	GBNWO_006281-T1
OG0003846	GBNTN_004768-T1	GBNWO_006280-T1
OG0003847	GBNTN_004769-T1	GBNWO_006279-T1
OG0003848	GBNTN_004770-T1	GBNWO_006278-T1
OG0003849	GBNTN_004773-T1	GBNWO_001232-T1
OG0003850	GBNTN_004775-T1	GBNWO_001230-T1
OG0003851	GBNTN_004776-T1	GBNWO_001229-T1
OG0003852	GBNTN_004777-T1	GBNWO_001228-T1
OG0003853	GBNTN_004778-T1	GBNWO_001227-T1
OG0003854	GBNTN_004779-T1	GBNWO_001226-T1
OG0003855	GBNTN_004784-T1	GBNWO_007963-T1
OG0003856	GBNTN_004785-T1	GBNWO_007964-T1
OG0003857	GBNTN_004786-T1	GBNWO_007965-T1
OG0003858	GBNTN_004790-T1	GBNWO_007019-T1
OG0003859	GBNTN_004791-T1	GBNWO_007020-T1
OG0003860	GBNTN_004792-T1	GBNWO_007022-T1
OG0003861	GBNTN_004793-T1	GBNWO_007023-T1
OG0003862	GBNTN_004794-T1	GBNWO_007024-T1
OG0003863	GBNTN_004797-T1	GBNWO_009128-T1
OG0003864	GBNTN_004798-T1	GBNWO_009129-T1
OG0003865	GBNTN_004799-T1	GBNWO_008251-T1
OG0003866	GBNTN_004800-T1	GBNWO_008250-T1
OG0003867	GBNTN_004801-T1	GBNWO_008249-T1
OG0003868	GBNTN_004802-T1	GBNWO_008248-T1
OG0003869	GBNTN_004803-T1	GBNWO_008247-T1
OG0003870	GBNTN_004804-T1	GBNWO_008246-T1
OG0003871	GBNTN_004807-T1	GBNWO_003905-T1
OG0003872	GBNTN_004809-T1	GBNWO_005922-T1
OG0003873	GBNTN_004810-T1	GBNWO_005923-T1
OG0003874	GBNTN_004811-T1	GBNWO_005924-T1
OG0003875	GBNTN_004813-T1	GBNWO_005926-T1
OG0003876	GBNTN_004815-T1	GBNWO_006993-T1
OG0003877	GBNTN_004816-T1	GBNWO_006994-T1
OG0003878	GBNTN_004817-T1	GBNWO_006995-T1
OG0003879	GBNTN_004818-T1	GBNWO_001118-T1
OG0003880	GBNTN_004819-T1	GBNWO_009552-T1
OG0003881	GBNTN_004824-T1	GBNWO_005987-T1
OG0003882	GBNTN_004826-T1	GBNWO_005989-T1
OG0003883	GBNTN_004830-T1	GBNWO_008635-T1
OG0003884	GBNTN_004831-T1	GBNWO_000176-T1
OG0003885	GBNTN_004832-T1	GBNWO_000177-T1
OG0003886	GBNTN_004833-T1	GBNWO_000178-T1
OG0003887	GBNTN_004838-T1	GBNWO_002016-T1
OG0003888	GBNTN_004841-T1	GBNWO_003194-T1
OG0003889	GBNTN_004842-T1	GBNWO_006123-T1
OG0003890	GBNTN_004843-T1	GBNWO_001307-T1
OG0003891	GBNTN_004845-T1	GBNWO_009339-T1
OG0003892	GBNTN_004847-T1	GBNWO_009337-T1
OG0003893	GBNTN_004849-T1	GBNWO_009334-T1
OG0003894	GBNTN_004850-T1	GBNWO_003175-T1
OG0003895	GBNTN_004851-T1	GBNWO_005029-T1
OG0003896	GBNTN_004853-T1	GBNWO_009569-T1
OG0003897	GBNTN_004854-T1	GBNWO_002643-T1
OG0003898	GBNTN_004855-T1	GBNWO_007403-T1
OG0003899	GBNTN_004856-T1	GBNWO_007404-T1
OG0003900	GBNTN_004857-T1	GBNWO_007405-T1
OG0003901	GBNTN_004860-T1	GBNWO_007407-T1
OG0003902	GBNTN_004861-T1	GBNWO_007408-T1
OG0003903	GBNTN_004862-T1	GBNWO_007409-T1
OG0003904	GBNTN_004863-T1	GBNWO_005378-T1
OG0003905	GBNTN_004865-T1	GBNWO_008601-T1
OG0003906	GBNTN_004868-T1	GBNWO_002695-T1
OG0003907	GBNTN_004869-T1	GBNWO_002696-T1
OG0003908	GBNTN_004871-T1	GBNWO_006744-T1
OG0003909	GBNTN_004872-T1	GBNWO_006743-T1
OG0003910	GBNTN_004873-T1	GBNWO_006742-T1
OG0003911	GBNTN_004877-T1	GBNWO_006740-T1
OG0003912	GBNTN_004878-T1	GBNWO_007361-T1
OG0003913	GBNTN_004879-T1	GBNWO_007360-T1
OG0003914	GBNTN_004880-T1	GBNWO_007359-T1
OG0003915	GBNTN_004881-T1	GBNWO_007358-T1
OG0003916	GBNTN_004883-T1	GBNWO_007703-T1
OG0003917	GBNTN_004884-T1	GBNWO_007704-T1
OG0003918	GBNTN_004885-T1	GBNWO_007707-T1
OG0003919	GBNTN_004886-T1	GBNWO_007708-T1
OG0003920	GBNTN_004888-T1	GBNWO_007709-T1
OG0003921	GBNTN_004889-T1	GBNWO_004252-T1
OG0003922	GBNTN_004890-T1	GBNWO_004253-T1
OG0003923	GBNTN_004892-T1	GBNWO_004255-T1
OG0003924	GBNTN_004895-T1	GBNWO_004258-T1
OG0003925	GBNTN_004896-T1	GBNWO_003214-T1
OG0003926	GBNTN_004897-T1	GBNWO_003215-T1
OG0003927	GBNTN_004898-T1	GBNWO_003216-T1
OG0003928	GBNTN_004899-T1	GBNWO_006268-T1
OG0003929	GBNTN_004901-T1	GBNWO_006270-T1
OG0003930	GBNTN_004902-T1	GBNWO_006271-T1
OG0003931	GBNTN_004904-T1	GBNWO_006273-T1
OG0003932	GBNTN_004905-T1	GBNWO_006274-T1
OG0003933	GBNTN_004906-T1	GBNWO_000295-T1
OG0003934	GBNTN_004909-T1	GBNWO_004378-T1
OG0003935	GBNTN_004911-T1	GBNWO_007497-T1
OG0003936	GBNTN_004912-T1	GBNWO_007496-T1
OG0003937	GBNTN_004914-T1	GBNWO_007494-T1
OG0003938	GBNTN_004916-T1	GBNWO_006966-T1
OG0003939	GBNTN_004917-T1	GBNWO_007411-T1
OG0003940	GBNTN_004919-T1	GBNWO_003104-T1
OG0003941	GBNTN_004921-T1	GBNWO_003105-T1
OG0003942	GBNTN_004922-T1	GBNWO_003106-T1
OG0003943	GBNTN_004923-T1	GBNWO_003108-T1
OG0003944	GBNTN_004924-T1	GBNWO_003109-T1
OG0003945	GBNTN_004926-T1	GBNWO_005421-T1
OG0003946	GBNTN_004927-T1	GBNWO_005420-T1
OG0003947	GBNTN_004928-T1	GBNWO_005419-T1
OG0003948	GBNTN_004930-T1	GBNWO_005417-T1
OG0003949	GBNTN_004932-T1	GBNWO_003825-T1
OG0003950	GBNTN_004933-T1	GBNWO_003826-T1
OG0003951	GBNTN_004934-T1	GBNWO_003827-T1
OG0003952	GBNTN_004935-T1	GBNWO_003828-T1
OG0003953	GBNTN_004936-T1	GBNWO_003829-T1
OG0003954	GBNTN_004938-T1	GBNWO_003831-T1
OG0003955	GBNTN_004939-T1	GBNWO_003832-T1
OG0003956	GBNTN_004940-T1	GBNWO_003834-T1
OG0003957	GBNTN_004942-T1	GBNWO_003836-T1
OG0003958	GBNTN_004943-T1	GBNWO_006556-T1
OG0003959	GBNTN_004944-T1	GBNWO_006555-T1
OG0003960	GBNTN_004945-T1	GBNWO_006554-T1
OG0003961	GBNTN_004946-T1	GBNWO_006553-T1
OG0003962	GBNTN_004947-T1	GBNWO_006552-T1
OG0003963	GBNTN_004949-T1	GBNWO_007951-T1
OG0003964	GBNTN_004950-T1	GBNWO_007950-T1
OG0003965	GBNTN_004951-T1	GBNWO_005004-T1
OG0003966	GBNTN_004952-T1	GBNWO_001562-T1
OG0003967	GBNTN_004953-T1	GBNWO_006911-T1
OG0003968	GBNTN_004954-T1	GBNWO_006912-T1
OG0003969	GBNTN_004955-T1	GBNWO_006913-T1
OG0003970	GBNTN_004956-T1	GBNWO_006914-T1
OG0003971	GBNTN_004958-T1	GBNWO_006916-T1
OG0003972	GBNTN_004961-T1	GBNWO_001572-T1
OG0003973	GBNTN_004962-T1	GBNWO_001571-T1
OG0003974	GBNTN_004963-T1	GBNWO_001921-T1
OG0003975	GBNTN_004964-T1	GBNWO_001922-T1
OG0003976	GBNTN_004965-T1	GBNWO_001924-T1
OG0003977	GBNTN_004966-T1	GBNWO_001925-T1
OG0003978	GBNTN_004967-T1	GBNWO_001926-T1
OG0003979	GBNTN_004968-T1	GBNWO_001927-T1
OG0003980	GBNTN_004969-T1	GBNWO_001928-T1
OG0003981	GBNTN_004971-T1	GBNWO_001930-T1
OG0003982	GBNTN_004973-T1	GBNWO_001932-T1
OG0003983	GBNTN_004974-T1	GBNWO_001933-T1
OG0003984	GBNTN_004975-T1	GBNWO_001934-T1
OG0003985	GBNTN_004982-T1	GBNWO_002257-T1
OG0003986	GBNTN_004983-T1	GBNWO_002258-T1
OG0003987	GBNTN_004984-T1	GBNWO_009018-T1
OG0003988	GBNTN_004986-T1	GBNWO_009020-T1
OG0003989	GBNTN_004988-T1	GBNWO_009022-T1
OG0003990	GBNTN_004989-T1	GBNWO_003460-T1
OG0003991	GBNTN_004991-T1	GBNWO_004697-T1
OG0003992	GBNTN_004992-T1	GBNWO_004698-T1
OG0003993	GBNTN_004993-T1	GBNWO_004699-T1
OG0003994	GBNTN_004994-T1	GBNWO_004700-T1
OG0003995	GBNTN_004995-T1	GBNWO_004701-T1
OG0003996	GBNTN_005001-T1	GBNWO_002069-T1
OG0003997	GBNTN_005002-T1	GBNWO_002068-T1
OG0003998	GBNTN_005004-T1	GBNWO_006982-T1
OG0003999	GBNTN_005006-T1	GBNWO_001424-T1
OG0004000	GBNTN_005009-T1	GBNWO_007740-T1
OG0004001	GBNTN_005010-T1	GBNWO_007741-T1
OG0004002	GBNTN_005011-T1	GBNWO_007742-T1
OG0004003	GBNTN_005015-T1	GBNWO_001963-T1
OG0004004	GBNTN_005018-T1	GBNWO_001961-T1
OG0004005	GBNTN_005019-T1	GBNWO_001960-T1
OG0004006	GBNTN_005020-T1	GBNWO_001959-T1
OG0004007	GBNTN_005021-T1	GBNWO_001958-T1
OG0004008	GBNTN_005022-T1	GBNWO_001957-T1
OG0004009	GBNTN_005023-T1	GBNWO_001956-T1
OG0004010	GBNTN_005024-T1	GBNWO_005764-T1
OG0004011	GBNTN_005028-T1	GBNWO_005767-T1
OG0004012	GBNTN_005029-T1	GBNWO_005768-T1
OG0004013	GBNTN_005030-T1	GBNWO_005121-T1
OG0004014	GBNTN_005031-T1	GBNWO_005119-T1
OG0004015	GBNTN_005033-T1	GBNWO_007834-T1
OG0004016	GBNTN_005034-T1	GBNWO_007833-T1
OG0004017	GBNTN_005035-T1	GBNWO_007832-T1
OG0004018	GBNTN_005036-T1	GBNWO_002900-T1
OG0004019	GBNTN_005037-T1	GBNWO_002898-T1
OG0004020	GBNTN_005040-T1	GBNWO_002895-T1
OG0004021	GBNTN_005042-T1	GBNWO_002893-T1
OG0004022	GBNTN_005043-T1	GBNWO_002892-T1
OG0004023	GBNTN_005044-T1	GBNWO_002891-T1
OG0004024	GBNTN_005045-T1	GBNWO_002890-T1
OG0004025	GBNTN_005047-T1	GBNWO_002888-T1
OG0004026	GBNTN_005049-T1	GBNWO_003322-T1
OG0004027	GBNTN_005050-T1	GBNWO_004472-T1
OG0004028	GBNTN_005051-T1	GBNWO_004096-T1
OG0004029	GBNTN_005053-T1	GBNWO_006549-T1
OG0004030	GBNTN_005054-T1	GBNWO_006548-T1
OG0004031	GBNTN_005055-T1	GBNWO_006547-T1
OG0004032	GBNTN_005058-T1	GBNWO_008952-T1
OG0004033	GBNTN_005060-T1	GBNWO_008953-T1
OG0004034	GBNTN_005061-T1	GBNWO_001434-T1
OG0004035	GBNTN_005062-T1	GBNWO_001433-T1
OG0004036	GBNTN_005065-T1	GBNWO_005101-T1
OG0004037	GBNTN_005066-T1	GBNWO_003181-T1
OG0004038	GBNTN_005067-T1	GBNWO_002815-T1
OG0004039	GBNTN_005071-T1	GBNWO_008586-T1
OG0004040	GBNTN_005072-T1	GBNWO_005343-T1
OG0004041	GBNTN_005073-T1	GBNWO_005344-T1
OG0004042	GBNTN_005075-T1	GBNWO_001335-T1
OG0004043	GBNTN_005077-T1	GBNWO_001337-T1
OG0004044	GBNTN_005078-T1	GBNWO_001338-T1
OG0004045	GBNTN_005079-T1	GBNWO_001339-T1
OG0004046	GBNTN_005083-T1	GBNWO_001852-T1
OG0004047	GBNTN_005085-T1	GBNWO_007727-T1
OG0004048	GBNTN_005086-T1	GBNWO_007726-T1
OG0004049	GBNTN_005088-T1	GBNWO_007725-T1
OG0004050	GBNTN_005091-T1	GBNWO_007722-T1
OG0004051	GBNTN_005092-T1	GBNWO_009375-T1
OG0004052	GBNTN_005093-T1	GBNWO_009374-T1
OG0004053	GBNTN_005094-T1	GBNWO_009373-T1
OG0004054	GBNTN_005097-T1	GBNWO_004534-T1
OG0004055	GBNTN_005098-T1	GBNWO_004535-T1
OG0004056	GBNTN_005099-T1	GBNWO_004536-T1
OG0004057	GBNTN_005100-T1	GBNWO_004537-T1
OG0004058	GBNTN_005102-T1	GBNWO_004539-T1
OG0004059	GBNTN_005103-T1	GBNWO_006209-T1
OG0004060	GBNTN_005104-T1	GBNWO_006208-T1
OG0004061	GBNTN_005105-T1	GBNWO_006207-T1
OG0004062	GBNTN_005107-T1	GBNWO_006205-T1
OG0004063	GBNTN_005109-T1	GBNWO_000158-T1
OG0004064	GBNTN_005110-T1	GBNWO_000157-T1
OG0004065	GBNTN_005111-T1	GBNWO_000156-T1
OG0004066	GBNTN_005113-T1	GBNWO_004265-T1
OG0004067	GBNTN_005116-T1	GBNWO_005658-T1
OG0004068	GBNTN_005117-T1	GBNWO_009178-T1
OG0004069	GBNTN_005118-T1	GBNWO_009179-T1
OG0004070	GBNTN_005120-T1	GBNWO_009181-T1
OG0004071	GBNTN_005123-T1	GBNWO_002082-T1
OG0004072	GBNTN_005124-T1	GBNWO_003687-T1
OG0004073	GBNTN_005125-T1	GBNWO_003686-T1
OG0004074	GBNTN_005126-T1	GBNWO_003685-T1
OG0004075	GBNTN_005128-T1	GBNWO_003684-T1
OG0004076	GBNTN_005129-T1	GBNWO_003683-T1
OG0004077	GBNTN_005130-T1	GBNWO_003682-T1
OG0004078	GBNTN_005131-T1	GBNWO_003681-T1
OG0004079	GBNTN_005132-T1	GBNWO_001993-T1
OG0004080	GBNTN_005133-T1	GBNWO_001991-T1
OG0004081	GBNTN_005135-T1	GBNWO_001989-T1
OG0004082	GBNTN_005136-T1	GBNWO_001988-T1
OG0004083	GBNTN_005138-T1	GBNWO_001987-T1
OG0004084	GBNTN_005139-T1	GBNWO_001986-T1
OG0004085	GBNTN_005140-T1	GBNWO_001985-T1
OG0004086	GBNTN_005141-T1	GBNWO_009622-T1
OG0004087	GBNTN_005147-T1	GBNWO_001476-T1
OG0004088	GBNTN_005148-T1	GBNWO_001477-T1
OG0004089	GBNTN_005149-T1	GBNWO_001478-T1
